ID,Date,Year,Startup,Industry,SubIndustry,City,Investors,Investment Type,Funding Amount
363,09/02/2018,2018,Rupeek,Consumer Internet,Online Gold Loan,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,"6,830,000.00"
365,12/02/2018,2018,Lendingkart,Fice,Online Lending Platform,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,"87,000,000.00"
367,12/02/2018,2018,Cashify,E-Commerce,Online Selling,Gurugram,Trifecta Capital,Debt Funding,"935,089.00"
368,13/02/2018,2018,holachef,Food and Beverages,Online Food Delivery,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,"311,200.00"
370,13/02/2018,2018,IMAX Program,Ed-Tech,Individualised Progressive Learning Program,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,"13,500,000.00"
371,14/02/2018,2018,Littlemore,Ed-Tech,Online Education Platform,Chennai,Kalpavriksh,Private Equity,"3,000,000.00"
372,14/02/2018,2018,Toppr,Ed-Tech,Online Education Platform,Mumbai,Axis Capital Partners,Private Equity,"100,000.00"
373,14/02/2018,2018,Shirsa Labs,Ed-Tech,Integrated Kids Engagement Company,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,"500,000.00"
374,14/02/2018,2018,MoneyOnMobile,Technology,mobile payment platform,Mumbai,S7 Group,Private Equity,"5,000,000.00"
375,15/02/2018,2018,PetSutra,Consumer Internet,Online Pet Care Products,Gurugram,Michael Patrick Hickey,Seed / Angel Funding,"148,434.00"
376,15/02/2018,2018,Infibeam,E-Commerce,Online Retailing,Ahemadabad,Network 18,Private Equity,"6,230,000.00"
377,16/02/2018,2018,happay,Fice,Expense Management,Bengaluru,Sequoia and Jerry Yang,Seed / Angel Funding,"250,000.00"
378,16/02/2018,2018,Fincash,Fice,Fin-Tech,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel Funding,"150,000.00"
379,19/02/2018,2018,AyeFinance,Fice,Online Lending,Gurugram,"Hinduja Leyland Finance, IntelleGrow",Private Equity,"3,800,000.00"
380,20/02/2018,2018,Agricxlab,Agriculture,Agri-tech,Mumbai,Ankur Capital,Seed / Angel Funding,"500,000.00"
381,21/02/2018,2018,Udaan,E-Commerce,B2B Marketplace,Bengaluru,Lightspeed & Yuri Milner,Private Equity,"50,000,000.00"
382,21/02/2018,2018,Capillary,IT,SaaS,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,"20,000,000.00"
383,21/02/2018,2018,The Healthy Billions,Healthcare,Analytics,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,"2,100,000.00"
385,26/02/2018,2018,Avishkaar Box,Ed-Tech,Education,Delhi,Auxano Deals,Private Equity,"772,500.00"
386,26/02/2018,2018,Planys Technologies,Technology,Robotic InspectionStartup,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,"1,040,000.00"
388,27/02/2018,2018,Trilyo,Technology,AI platform for hospitality industry,Mumbai,"Startup Buddy,Amit Manocha and others",Seed / Angel Funding,"250,000.00"
389,28/02/2018,2018,Gaana,Technology,Online Music Streaming,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,"115,000,000.00"
390,28/02/2018,2018,Credy,IT,SaaS,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed / Angel Funding,"1,400,000.00"
393,04/01/2018,2018,EarlySalary,Fice,Online Lending,Pune,Eight Roads Ventures India,Private,"15,700,000.00"
396,09/01/2018,2018,Lendingkart,Fice,Online Lending,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,"4,700,000.00"
398,10/01/2018,2018,Tapzo,Technology,Personal Assistant,Bengaluru,RuNet & Other,Private Equity,"1,930,000.00"
399,10/01/2018,2018,Appario Retail Pvt Ltd.,E-commerce,Retail,Delhi,Amazon-Patni JV,Private Equity,"18,840,000.00"
400,10/01/2018,2018,Samunnati,Fice,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,"23,500,000.00"
401,10/01/2018,2018,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,"36,230,000.00"
402,12/01/2018,2018,Kuants,Technology,Algorithmic Trading,Gurgaon,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,"80,000.00"
403,12/01/2018,2018,Razorpay,Technology,Payment Gateway,Bengaluru,"Tiger Global, Y Combinator",Private Equity,"20,000,000.00"
404,15/01/2018,2018,Streak,Technology,Algorithmic Trading,Bengaluru,"Indian fintech fund, Rainmatter",Angel / Seed Funding,"354,600.00"
405,15/01/2018,2018,pi Ventures,Fice,Venture Capital,Bengaluru,"Sunil Kant Munjal, Hero Electronix\\xe2\\x80\\x99s corporate financing arm, Electronic Development Fund",Private Equity,"25,000,000.00"
406,15/01/2018,2018,Newgen Software,Technology,IT,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,"20,000,000.00"
407,17/01/2018,2018,Rubix,Technology,Education,Pune,Polaris Fund,Private Equity,"1,000,000.00"
408,18/01/2018,2018,ShareChat,Technology,Social,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,"18,200,000.00"
409,22/01/2018,2018,Paperflite,Technology,IT,Chennai,The Chennai Angels,Angel / Seed Funding,"400,000.00"
410,22/01/2018,2018,HungerBox,Consumer Internet,Food and Beverages,Bangalore,Lionrock Capital,Private Equity,"2,500,000.00"
412,22/01/2018,2018,OptaCredit,Fice,Alternative Lending,Chennai,DMI Finance,Private Equity,"4,000,000.00"
413,22/01/2018,2018,AEON Learning,Technology,Education,Bengaluru,Dr. Ranjan Pai,Private Equity,"3,200,000.00"
414,23/01/2018,2018,Milkbasket,E-commerce,Online Grocery,Gurugram,Unilever Ventures,Private Equity,"3,000,000.00"
415,24/01/2018,2018,NeoGrowth Credit,Fice,Digital Lending,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,"47,000,000.00"
416,24/01/2018,2018,Rao IIT Academy,Education,Coaching Services,Mumbai,Avendus Finance,Structured Debt,"8,600,000.00"
417,24/01/2018,2018,Aye Finance,Fice,Online Lending,Gurugram,IFMR Capital,Term Loan,"6,240,000.00"
419,25/01/2018,2018,GreyAtom,Technology,Education,Mumbai,Pravega Ventures,Private Equity,"1,000,000.00"
420,26/01/2018,2018,Axio,Healthcare,Hemostatic Dressing Solutions,Bengaluru,RNT Capital,Private Equity,"7,400,000.00"
421,29/01/2018,2018,eKincare,Healthcare,Technology,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,"1,500,000.00"
422,29/01/2018,2018,The Wedding Brigade,Consumer internet,Online Services,Mumbai,Blume Ventures,Private Equity,"1,000,000.00"
423,30/01/2018,2018,PeeSafe,Healthcare,Hygiene,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,"1,000,000.00"
424,30/01/2018,2018,BrowserStack,Technology,Browser Testing,Mumbai,Accel Partners,Private Equity,"50,000,000.00"
425,30/01/2018,2018,Scapic,Technology,Virtual Reality,Bengaluru,"Axilor Ventures, Newfort Capital",Angel / Seed Funding,"500,000.00"
426,30/01/2018,2018,MoneyOnMobile,Technology,Mobile Payment Platform,Mumbai,Undisclosed Investors,Private Equity,"7,600,000.00"
427,30/01/2018,2018,CureFit,Healthcare,Fitness,Bengaluru,"HDFC Bank, Axis Bank",Debt Funding,"10,000,000.00"
428,31/01/2018,2018,iNurture,Technology,Education Solutions,Bengaluru,Ventureast,Private Equity,"4,400,000.00"
430,05/12/2017,2017,Dunzo,Technology,Daily Task Management Mobile App,Bangalore,Google,Private Equity,"12,300,000.00"
431,05/12/2017,2017,Tata Housing,Real Estate,Residential Project,Mumbai,Hines,Private Equity,"23,000,000.00"
432,05/12/2017,2017,HandyTrain,Technology,Mobile Learning Management Platform,Goa,NB Ventures,Private Equity,"1,000,000.00"
433,05/12/2017,2017,Mobycy,Technology,Bicycle sharing Platform,Gurgaon,Undisclosed Investors,Seed/Angel Funding,"500,000.00"
434,06/12/2017,2017,Greenlight Planet,Technology,Off-grid solar products platform,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,"60,000,000.00"
435,06/12/2017,2017,Fintobox,Technology,Child Learning & Development Platform,Chennai,Lightbox,Private Equity,"7,000,000.00"
436,07/12/2017,2017,Mswipe,Technology,Mobile point of sale services provider,Mumbai,Eduardo Saverin,Private Equity,"10,000,000.00"
437,07/12/2017,2017,The Label Life,E-Commerce,Home Decor and Online Fashion Portal,Mumbai,Kalpvriksh,Private Equity,"3,100,000.00"
438,07/12/2017,2017,Cygnus Hospitals,Healthcare,Super speciality Hospitals,Gurgaon,Somerset Indus Capital Ventures,Seed/Angel Funding,"750,000.00"
439,07/12/2017,2017,eShakti,Ecommerce,"""Women\\'s Fashion Clothing Online Platform""",Chennai,IDG Ventures,Debt Funding,"2,300,000.00"
440,08/12/2017,2017,Inshorts,Technology,Mobile News Curation App,Noida,Tiger Global,Private Equity,"5,000,000.00"
441,11/12/2017,2017,Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,"1,500,000.00"
442,11/12/2017,2017,Logic Roots,Technology,Educational Platform to Learn Mathematics,Mumbai,Village Capital,Seed/Angel Funding,"50,000.00"
443,11/12/2017,2017,Project Mudra,Technology,Assisting Visually Impaired to learn through Braille,Bengaluru,Village Capital,Seed/Angel Funding,"50,000.00"
444,11/12/2017,2017,Furlenco,Technology,Furniture Rental Platform,Bengaluru,Aamir Khan,Debt Funding,"1,200,000.00"
445,12/12/2017,2017,I Can Stay,Technology,Hotel Aggregator Platform,Delhi,HT Media,Private Equity,"1,800,000.00"
447,12/12/2017,2017,Simility,Technology,Adaptive Fraud Intelligence Platform,Hyderabad,Accel Partners,Private Equity,"17,500,000.00"
448,12/12/2017,2017,Shopholix,E-Commerce,Fashion and Lifestyle Coupon Platform,Gurgaon,Munesh Khanna,Seed/Angel Funding,"233,000.00"
449,13/12/2017,2017,MindTickle,Technology,Gamification Platform to train Sales People,Pune,Canaan Partners,Private Equity,"27,000,000.00"
450,13/12/2017,2017,Nazara Technologies,Technology,Mobile Games Development Firm,Mumbai,Rakesh Jhunjhunwala,Private Equity,"27,000,000.00"
451,13/12/2017,2017,DocsApp,Technology,Mobile Application for Doctor Consultation,Bengaluru,Bessemer Venture Partners,Private Equity,"7,200,000.00"
453,14/12/2017,2017,Tea Box,E-Commerce,Fresh Indian Tea Selling Platform across 112 countries,Bengaluru,RB Investments,Private Equity,"7,000,000.00"
454,14/12/2017,2017,Transversal Technologies,Technology,Hyperlocal Video Information Sharing Platform,Bengaluru,Matrix Partners,Private Equity,"6,000,000.00"
455,14/12/2017,2017,Curofy,Technology,Mobile App for Network of Doctors,Gurgaon,RoundGlass Partners LLC,Seed/Angel Funding,"250,000.00"
456,14/12/2017,2017,HomeLane,E-Commerce,Online Furniture Marketplace,Bengaluru,"Accel Partners, Sequoia Capital, RB Investments",Private Equity,"10,000,000.00"
458,15/12/2017,2017,Purplle,E-Commerce,Beauty Products Online Marketplace,Mumbai,"Mountain Pain Capital, Suncoast Investments",Seed/Angel Funding,"537,000.00"
461,19/12/2017,2017,Springboard,Technology,Online Courses and Mentoring from Experts,Bengaluru,"Costanoa, Learn Capital, Jyoti Bansal",Private Equity,"9,500,000.00"
463,19/12/2017,2017,9Stacks,Technology,Online Poker Platform,Delhi,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",Private Equity,"1,500,000.00"
464,20/12/2017,2017,Your Quote,Technology,Vernacular and Video Content Platform,Bengaluru,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,"1,000,000.00"
465,20/12/2017,2017,Spandana Sphoorty,Fice,Micro fice institution providing small ticket unsecured loans to women,Hyderabad,"""Kedaraa Capital, Ontario Teachers\\'""",Private Equity,"19,500,000.00"
466,21/12/2017,2017,Indus OS,Technology,Regional Operating System for Smartphones,Mumbai,Omidyar Network,Private Equity,"4,000,000.00"
467,21/12/2017,2017,EasyEcom,E-Commerce,Ecommerce enabler platform,Bengaluru,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments",Seed/Angel Funding,"150,000.00"
469,26/12/2017,2017,Specsmakers,E-Commerce,Online Spects Platform for Men and Women,Chennai,Eight Roads Ventures India,Private Equity,"10,000,000.00"
471,27/12/2017,2017,Foyr.com,Technology,Realty Tech Startup solving real life Interior Designing problems,Hyderabad,Jones Lang LaSalle,Private Equity,"3,800,000.00"
472,02/11/2017,2017,Prest Loans,Fice,Business & SME Loans provider,New Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed Funding,"570,000.00"
475,03/11/2017,2017,Vagupu,Technology,Online Tutorial Marketplace,Bangalore,Undisclosed Investors,Seed Funding,"1,000,000.00"
477,03/11/2017,2017,Kalpnik Technologies,Technology,VR based Spiritual platform,Bangalore,Venture Catalysts,Seed Funding,"500,000.00"
478,04/11/2017,2017,Hevo Data,Technology,Real time data analytics & reporting,Bangalore,IDG Ventures India,Private Equity,"1,000,000.00"
482,07/11/2017,2017,DocTalk,Technology,Doctor Patient Communication platform,Mumbai,"Matrix Partners India, Khosla Ventures",Private Equity,"5,000,000.00"
483,07/11/2017,2017,CoveIoT,Technology,Wearable tech and Internet of Things platform,Bangalore,"Titan Co Ltd, Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm",Private Equity,"5,000,000.00"
484,08/11/2017,2017,TalentEdge,Technology,Distance Education Learning Platform,Bangalore,Lumis Partners,Private Equity,"7,600,000.00"
485,08/11/2017,2017,Fisdom,Fice,Mutual Fund Investment App,Bangalore,Quona Capital Management,Private Equity,"3,000,000.00"
486,08/11/2017,2017,FarmLink,eCommerce,Online platform for Agricultural products,Mumbai,"Pioneering Ventures, Syngenta AG",Private Equity,"3,000,000.00"
487,08/11/2017,2017,OpenApp,Technology,IoT based Tech Startup,Bangalore,"Axilor Ventures, Kumar Vembu",Private Equity,"3,600,000.00"
488,09/11/2017,2017,NoPaperForms,Technology,Enrolment Management Platform,Delhi,Info Edge,Seed Funding,"872,000.00"
491,10/11/2017,2017,Qubole,Technology,Big Data based analytics platform,Bangalore,"Singtel, Innov8, Harmony Partners",Private Equity,"25,000,000.00"
493,13/11/2017,2017,Universal Sportsbiz Pvt. Ltd,ECommerce,Celebrity fashion accessories and merchandise,Mumbai,Accel Partners,PrivateEquity,"15,000,000.00"
495,14/11/2017,2017,Active AI,Technology,AI based FinTech platform,Bangalore,Vertex Ventures,Private Equity,"8,250,000.00"
496,15/11/2017,2017,Sumeru,Technology,Banking Software License Platform,Bangalore,Undisclosed Investors,Seed Funding,"900,000.00"
498,15/11/2017,2017,Omnia Information,Technology,WiFi Analytics Platform,Delhi,Omidyar Network,Private Equity,"3,000,000.00"
501,17/11/2017,2017,Kanhaiya,Inspiration,Storytelling platform,Hyderabad,Undisclosed Investors,Seed/Angel Funding,"200,000.00"
503,20/11/2017,2017,ONN Bikes,Technology,Self riding bike rental program,Mumbai,Z Nation Lab,Seed/Angel Funding,"692,000.00"
504,21/11/2017,2017,Rapido,Technology,Bike and Taxi pooling online platform,Hyderabad,"Skycatcher Fund, Aravind Sanka",Seed/Angel Funding,"329,230.00"
505,21/11/2017,2017,Heckyl,Technology,Big Data Analytics Platform,Mumbai,"Notion Capital, IDG Ventures",Private Equity,"2,700,000.00"
506,21/11/2017,2017,Nuvepro,Technology,Managed Cloud Environment Solutions,Mumbai,1Crowd,Seed/Angel Funding,"400,000.00"
507,21/11/2017,2017,RedBook,Technology,AI based pharmacy drugs insights platform,Mumbai,"Vida Ventures, Dr. Aniruddha Malpani",Seed/Angel Funding,"250,000.00"
508,21/11/2017,2017,Portea,Healthcare,Healthcare facilities at doorstep,Bangalore,"Sabre Partners, MEMG CDC",Private Equity,"26,000,000.00"
510,21/11/2017,2017,Epiq Capital,Fice,Tech based investor firm,Mumbai,Global Institutional Investors,Private Equity,"200,000,000.00"
513,24/11/2017,2017,IDG Ventures,Fice,Venture Capitalist,Bangalore,Uniliver Ventures,Private Equity,"10,000,000.00"
514,24/11/2017,2017,TempGo,Technology,IoT and SaaS based transportation platform,Goa,Javelin StartupO Victory Fund,Seed/Angel Funding,"250,000.00"
515,27/11/2017,2017,Edelweiss,Fice,Diversified Ficial,Mumbai,Undisclosed investors,Private Equity,"270,000,000.00"
516,27/11/2017,2017,ERA,Technology,Identity management platform,Mumbai,Amit Patni,Seed/Angel Funding,"39,000.00"
517,27/11/2017,2017,Smaaash,Technology,Virtual Reality based gaming platform,Mumbai,Sixth Sense Ventures,Private Equity,"3,800,000.00"
518,28/11/2017,2017,Chumbak,Lifestyle,Designer-led consumer products,Bangalore,Gaja Capital,Private Equity,"13,000,000.00"
519,28/11/2017,2017,FR8,Technology,Online Truck aggregator platform,Chennai,IFMR Capital,Debt Funding,"1,500,000.00"
520,28/11/2017,2017,MobieFit,Healthcare,Health and fitness based mobile App,Goa,"NB Ventures, MediAssist",Seed/Angel Funding,"1,350,000.00"
521,28/11/2017,2017,Stanza Living,Technology,Student accommodation platform,Delhi,"Matrix PArtners, Accel",Private Equity,"2,000,000.00"
524,03/10/2017,2017,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,"Tencent, Softbank Group",Private Equity,"110,000,000.00"
526,04/10/2017,2017,CollPoll,Consumer Internet,Education collaboration platform,Bangalore,Sprout Angels,Seed Funding,"306,000.00"
527,04/10/2017,2017,PhonePe,Consumer Internet,Digital Wallet,Bangalore,Flipkart,Private Equity,"38,700,000.00"
528,05/10/2017,2017,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,New Delhi,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,"1,000,000.00"
529,05/10/2017,2017,Oorjan,Technology,rooftop solar platform,Mumbai,Globevestor,Seed Funding,"450,000.00"
530,05/10/2017,2017,Zefo,ECommerce,Ecommerce Portal for Used Goods,Bangalore,"Sequoia India, Helion Venture Partners, Beenext",Private Equity,"9,200,000.00"
531,06/10/2017,2017,Yaantra,ECommerce,Mobile repair and Refurbishment platform,New Delhi,Carpediem Capital,Private Equity,"3,100,000.00"
532,06/10/2017,2017,Farm Taaza,Technology,Fresh Produce SCM company,Bangalore,"Epsilon Venture Partners, Tara India Fund IV and others",Private Equity,"8,000,000.00"
533,06/10/2017,2017,Drivezy,Consumer Internet,Self Drive car and bike rental platform,Bangalore,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,"10,000,000.00"
534,06/10/2017,2017,Slice Pay,Consumer Internet,Student Micro-ficing platform,Bangalore,"Das Capital, Simile Ventures",Private Equity,"2,000,000.00"
536,09/10/2017,2017,MyGubbi,eCommerce,Home Interior Designing Seller,Bangalore,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,"2,700,000.00"
539,09/10/2017,2017,OneStepUp,Technology,Education Technology platform,New Delhi,Orient BlackSwan,Seed Funding,"336,000.00"
541,10/10/2017,2017,Parallel Dots,Technology,AI-powered deep learning solutions,Gurgaon,"Multipoint Capital,",Private Equity,"1,400,000.00"
542,10/10/2017,2017,Easy Diner,Consumer Internet,online restaurant reservation platform,Gurgaon,Saama Capital and DSG Consumer Partners,Private Equity,"4,500,000.00"
543,11/10/2017,2017,Meesho,ECommerce,Online Reseller Network,Bangalore,"SAIF Partners, YCombinator, Venture Highway",Private Equity,"3,100,000.00"
544,11/10/2017,2017,StanPlus,Logistics,Medical Transportation Services,Hyderabad,KStart Capital,Private Equity,"1,100,000.00"
545,12/10/2017,2017,UCLID,Technology,"Education Network for Institutions, teachers & Students",Hyderabad,Undisclosed investors,Seed Funding,"235,000.00"
546,13/10/2017,2017,Policy Bazaar,Consumer Internet,Online insurance policy aggregator,Gurgaon,"Wellington Management, DG Ventures India, True North",Private Equity,"77,000,000.00"
547,13/10/2017,2017,Gapoon,Consumer Internet,home maintece services platform,Bangalore,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed Funding,"250,000.00"
548,13/10/2017,2017,Chaayos,eCommerce,Online Chai ordering platform,Gurgaon,Tiger Global Management,Private Equity,"2,000,000.00"
549,16/10/2017,2017,KrazyBee,Consumer Internet,Micro-lending platform,Bangalore,"Xiaomi Technologies, Shunwei Capital",Private Equity,"8,000,000.00"
550,16/10/2017,2017,Renew Buy,Consumer Internet,Online Insurance Aggregator,New Delhi,Amicus Capital,Private Equity,"9,200,000.00"
551,17/10/2017,2017,Fingerlix,Consumer Internet,Food Ordering Portal,Bangalore,"Accel Partners, Zephyr Peacock",Private Equity,"7,000,000.00"
552,18/10/2017,2017,Bank Bazaar,Consumer Internet,Online Ficial Marketplace,Chennai,Experian,Private Equity,"7,000,000.00"
554,18/10/2017,2017,BlackBuck,Logistics,B2B Logistics provider,Bangalore,Innoven Capital,Private Equity,"7,700,000.00"
555,18/10/2017,2017,LenDen Club,Consumer Internet,Online peer-to-peer lending platform,Mumbai,Undisclosed Investor,Seed Funding,"500,000.00"
556,23/10/2017,2017,Toppr,Consumer Internet,Mobile based learning app,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,"7,000,000.00"
557,23/10/2017,2017,RAW Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,"6,000,000.00"
558,23/10/2017,2017,Cashe,Consumer Internet,app-only lending platform,Mumbai,IFMR Capital,Debt Funding,"3,100,000.00"
559,23/10/2017,2017,Park Easy,Consumer Internet,Machine learning based parking discovery,Kolkata,Rockstart Accelerator,Seed Funding,"118,000.00"
561,24/10/2017,2017,FYRE,Food & Beverage,Herbal energy shot maker,Mumbai,Venture Catalysts,Seed Funding,"500,000.00"
562,24/10/2017,2017,ZipLoan,Consumer Internet,SME lending platform,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,"3,000,000.00"
563,24/10/2017,2017,Skillenza,Consumer Internet,Online Learning Platform,Bangalore,"Blume Ventures, Indian Angel Network",Seed Funding,"722,000.00"
566,25/10/2017,2017,SpotDraft,Consumer Internet,Contract Automation,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,"550,000.00"
567,26/10/2017,2017,Big Basket,eCommerce,Online Grocery portal,Bangalore,Helion Ventures Partners,Private Equity,"5,000,000.00"
568,27/10/2017,2017,OfBusiness,Technology,B2B Fice & Fulfilment Network,Gurgaon,Kotak Mahindra Bank,Debt Funding,"3,800,000.00"
570,28/10/2017,2017,CashFree,Technology,Payments Platform for Marketplaces and Fintechs,New Delhi,Y Combinator,Seed Funding,"120,000.00"
571,28/10/2017,2017,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,"7,700,000.00"
572,30/10/2017,2017,GoldFarm,Food & Beverage,Agriculture Technology,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,"2,000,000.00"
573,31/10/2017,2017,NetMeds,ECommerce,Online Pharmacy,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,"14,000,000.00"
574,31/10/2017,2017,MSE,Fice,Equity Stock Exchange,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,"32,000,000.00"
575,01/09/2017,2017,Aahaa Stores,eCommece,Online B2B store for office supplies,Chennai,YourNest Angel Fund,Private Equity,"1,000,000.00"
576,01/09/2017,2017,MFine,Consumer Internet,Online Doctor Discovery platform,Bangalore,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,"1,500,000.00"
577,01/09/2017,2017,Canvera,Consumer Internet,Online Photography platform,Mumbai,InfoEdge,Private Equity,"1,300,000.00"
578,04/09/2017,2017,PrimaryIO,Technology,Application Performance Acceleration,Pune,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,"5,600,000.00"
579,05/09/2017,2017,Shubh Loans,Consumer Internet,online lending platform,Bangalore,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,"1,500,000.00"
580,05/09/2017,2017,Nest Education,Technology,EduTech Platform,Gurgaon,"Michael and Susan Dell Foundation, Anand Mahindra",Seed Funding,"600,000.00"
581,06/09/2017,2017,Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,"10,750,000.00"
582,06/09/2017,2017,GoFro,Consumer Internet,Online travel booking platform,New Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,"10,000,000.00"
583,06/09/2017,2017,OncoStem,Healthcare,Medical Diagnostic Solutions,Bangalore,"Sequoia Capital India, Artiman Ventures",Private Equity,"6,000,000.00"
584,06/09/2017,2017,Power2SME,eCommerce,Buying Club for Small Businesses,Gurgaon,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,"26,000,000.00"
585,07/09/2017,2017,Credit Vidya,Consumer Internet,Online Credit scoring platform,Mumbai,Matrix Partners,Private Equity,"5,000,000.00"
587,07/09/2017,2017,OYO Rooms,Consumer Internet,Branded budget hotels marketplace,Gurgaon,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,"250,000,000.00"
588,07/09/2017,2017,Early Salary,Consumer Internet,Online Unsecured Lending platform,Pune,IFMR Capital,Debt Funding,"780,000.00"
590,07/09/2017,2017,Seniority,eCommerce,Ecommerce portal for senior citizens,Pune,RPG Enterprises,Private Equity,"1,000,000.00"
591,08/09/2017,2017,AYE Finance,Consumer Internet,Micro Lending Platform,New Delhi,"Triodos Investment Management,",Debt Funding,"6,900,000.00"
593,11/09/2017,2017,Ecom Express,Logistics,Logistics Solutions provider,New Delhi,Warburg Pincus,Private Equity,"30,000,000.00"
594,11/09/2017,2017,Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,"6,200,000.00"
596,12/09/2017,2017,3HCare,Consumer Internet,Healthcare services portal,New Delhi,Undisclosed Investor,Seed Funding,"100,000.00"
597,12/09/2017,2017,Tonbo Imaging,Technology,Imaging Technology for Armed Forces,Bangalore,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,"17,000,000.00"
598,12/09/2017,2017,Get My Parking,Consumer Internet,Smart Parking Enabler,New Delhi,"IAN Fund, Beenext, Indian Angel Network",Private Equity,"3,000,000.00"
600,13/09/2017,2017,Glowroad,Consumer Internet,women focussed customer-to-customer reseller network,Bangalore,"Accel Partners,",Private Equity,"2,000,000.00"
601,13/09/2017,2017,OYO Rooms,Consumer Internet,udget hotel marketplace,Gurgaon,China Lodging Group,Private Equity,"10,000,000.00"
602,13/09/2017,2017,Unacademy,Consumer Internet,Online learning platform,Mumbai,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,"11,500,000.00"
603,13/09/2017,2017,Heterogenous,Technology,Telecom & IoT platform,Chennai,"Chennai Angels, Keiretsu Forum & Others",Seed Funding,"780,000.00"
605,14/09/2017,2017,Smaaash,Technology,Virtual Reality gaming and entertainment platform,Mumbai,ECL Finance,Private Equity,"44,000,000.00"
606,14/09/2017,2017,WheelStreet,Consumer Portal,Bike Rental Platform,Bangalore,Y Combinator,Seed Funding,"120,000.00"
